Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Reached.on.Time_Y.N
-0.9214045721767753,1.4191725183110704,-0.08804352820116096,-1.0322078730623039,-0.9468524219607604,-0.5917561122393005,0.2746315997853428,0,0,1,0,0,0,1,0,0
-1.7996884883920763,-0.706807673837918,-0.08804352820116096,0.9252052896694225,-0.9468524219607604,-0.3964157664075618,0.9618651950665061,0,0,1,0,0,0,0,1,0
-0.9214045721767753,-1.4154677378875808,-0.5042888628824156,-1.0322078730623039,-0.9468524219607604,-0.7870964580710392,0.8706828213381951,0,0,1,0,0,1,0,0,1
-1.7996884883920763,0.7105124542614076,0.7236348744272857,-1.0322078730623039,0.6095373521533309,-0.20107542057582317,1.0756901716669482,0,0,1,1,0,0,0,0,0
-0.04312065596147426,-0.706807673837918,-0.2337293953396001,-0.379736818818395,-0.9468524219607604,-0.3964157664075618,1.046927946396944,0,0,1,1,0,0,0,0,0
-0.9214045721767753,1.4191725183110704,-1.482465399383364,-1.0322078730623039,0.6095373521533309,-0.3964157664075618,1.1656486209156847,0,1,0,0,1,0,0,0,0
0.8351632602538268,1.4191725183110704,-0.5459133963505411,-1.0322078730623039,0.6095373521533309,-0.2661888691864027,0.6228381142243294,0,1,0,0,0,0,1,0,1
-0.04312065596147426,0.7105124542614076,-0.7332237969571057,-0.379736818818395,-0.9468524219607604,-0.4615292150181414,0.5928519644747506,1,0,0,0,0,0,0,1,1
-0.9214045721767753,0.7105124542614076,-0.4418520626802274,-0.379736818818395,0.6095373521533309,1.5569876919098247,-0.08520219720960294,0,0,1,0,0,0,1,0,1
-0.04312065596147426,1.4191725183110704,-0.4210397959461647,-1.0322078730623039,-0.9468524219607604,1.4918742432992451,-0.05093231178151287,0,0,1,0,0,0,0,1,1
0.8351632602538268,0.7105124542614076,-0.08804352820116096,0.2727342354255137,-0.9468524219607604,-0.65686956084988,0.07574387185446292,0,0,1,1,0,0,0,0,1
1.7134471764691277,1.4191725183110704,1.8266850113326105,0.2727342354255137,-0.9468524219607604,-0.65686956084988,-1.6047044386015252,0,0,1,0,0,0,1,0,1
0.8351632602538268,1.4191725183110704,-0.400227529212102,-1.0322078730623039,2.1659271262674222,1.361647346078086,-0.5649805932028639,0,0,1,0,0,0,1,0,1
0.8351632602538268,0.7105124542614076,-0.316978462275851,-1.0322078730623039,-0.9468524219607604,-0.5917561122393005,-0.32019569728793484,0,1,0,0,0,0,0,1,1
1.7134471764691277,0.0018523902117447988,0.7652594078954111,0.2727342354255137,0.6095373521533309,-0.3964157664075618,-1.227123736652747,0,0,1,0,0,0,0,1,1
0.8351632602538268,-1.4154677378875808,1.2647538095129167,0.9252052896694225,-0.9468524219607604,-0.5917561122393005,-1.394189428114686,1,0,0,1,0,0,0,0,0
-0.9214045721767753,1.4191725183110704,-0.941346464297733,-0.379736818818395,0.6095373521533309,1.2965338974675065,-1.3042309788659496,0,0,1,0,0,0,0,1,1
-0.9214045721767753,-1.4154677378875808,-0.02560672799897275,-1.0322078730623039,-0.9468524219607604,-0.7219830094604597,0.7489023356205179,0,0,1,0,0,1,0,0,0
-0.9214045721767753,0.7105124542614076,-0.6499747300208548,-1.0322078730623039,0.6095373521533309,-0.5266426636287209,-1.4021449372319212,1,0,0,0,1,0,0,0,0
0.8351632602538268,-1.4154677378875808,0.536324473820721,-0.379736818818395,0.6095373521533309,-0.20107542057582317,-1.39786120155341,0,0,1,0,0,1,0,0,1
-0.9214045721767753,0.7105124542614076,0.4946999403525956,-1.0322078730623039,0.6095373521533309,2.533689421068518,-0.05399212298044948,0,0,1,0,1,0,0,0,1
0.8351632602538268,0.7105124542614076,1.098255675640415,-1.0322078730623039,0.6095373521533309,-0.5266426636287209,0.589792153275814,0,1,0,0,0,0,0,1,0
-0.04312065596147426,-1.4154677378875808,-0.9621587310317958,0.2727342354255137,0.6095373521533309,-0.65686956084988,1.0322408526420483,0,0,1,0,0,0,0,1,1
-0.9214045721767753,0.0018523902117447988,0.8068839413635366,0.9252052896694225,0.6095373521533309,-0.2661888691864027,-1.1500164944395443,0,0,1,0,1,0,0,0,0
-1.7996884883920763,-0.706807673837918,-0.9829709977658585,-0.379736818818395,-0.9468524219607604,-0.5266426636287209,1.3804473670810349,0,1,0,1,0,0,0,0,0
-0.9214045721767753,1.4191725183110704,0.6403858074910347,4.187560560888966,0.6095373521533309,1.8174414863521429,-0.37710818558815584,0,0,1,0,0,0,0,1,1
-0.04312065596147426,0.0018523902117447988,0.7860716746294739,1.5776763439133312,0.6095373521533309,-0.5266426636287209,0.3554106154372694,0,0,1,1,0,0,0,0,0
0.8351632602538268,-1.4154677378875808,-0.5251011296164784,-0.379736818818395,0.6095373521533309,-0.3964157664075618,0.7489023356205179,0,0,1,0,0,0,1,0,1
1.7134471764691277,-0.706807673837918,-0.316978462275851,-0.379736818818395,0.6095373521533309,1.1011935516357678,-0.10356106440322262,0,0,1,1,0,0,0,0,1
-0.9214045721767753,0.7105124542614076,-0.004794461264910017,-0.379736818818395,-0.9468524219607604,-0.20107542057582317,0.4692355920377114,0,0,1,0,1,0,0,0,1
-0.04312065596147426,-0.706807673837918,0.848508474831662,1.5776763439133312,-0.9468524219607604,-0.65686956084988,-1.428459313542776,0,1,0,0,1,0,0,0,0
0.8351632602538268,0.7105124542614076,-0.19210486187147463,-0.379736818818395,-0.9468524219607604,-0.5266426636287209,0.9214756872405429,0,0,1,0,0,0,0,1,0
0.8351632602538268,-0.706807673837918,0.8693207415657248,0.9252052896694225,-0.9468524219607604,-0.20107542057582317,-1.2626175465604117,1,0,0,0,0,0,0,1,0
1.7134471764691277,-1.4154677378875808,1.9931831452051125,0.2727342354255137,-0.9468524219607604,-0.5917561122393005,-1.335441053095103,0,0,1,0,0,0,0,1,1
0.8351632602538268,-0.706807673837918,1.1606924758426032,0.9252052896694225,0.6095373521533309,-0.33130231779698227,-1.3856219567576635,0,1,0,0,0,0,0,1,0
-1.7996884883920763,0.7105124542614076,0.5779490072888466,-0.379736818818395,0.6095373521533309,-0.5917561122393005,1.316191331903366,0,0,1,0,1,0,0,0,1
0.8351632602538268,-1.4154677378875808,0.03683007220321545,-0.379736818818395,-0.9468524219607604,-0.13596197196524362,-0.9535766154678138,0,0,1,0,0,0,0,1,1
1.7134471764691277,-1.4154677378875808,1.9307463450029243,0.2727342354255137,-0.9468524219607604,-0.2661888691864027,-1.5612551195766253,0,0,1,0,0,0,1,0,0
-0.9214045721767753,-0.706807673837918,0.07845460567134092,-1.0322078730623039,-0.9468524219607604,0.8407397571934497,-0.07847061257194239,0,0,1,1,0,0,0,0,1
-0.9214045721767753,1.4191725183110704,-0.4210397959461647,4.187560560888966,0.6095373521533309,0.8407397571934497,-0.23696883267685895,0,0,1,0,0,0,1,0,1
-0.04312065596147426,-1.4154677378875808,1.2647538095129167,-1.0322078730623039,-0.9468524219607604,-0.7870964580710392,0.7556339202581784,0,0,1,0,0,0,0,1,0
0.8351632602538268,1.4191725183110704,-0.8164728638933566,-0.379736818818395,0.6095373521533309,-0.4615292150181414,0.3535747287179074,1,0,0,0,0,1,0,0,1
-0.9214045721767753,0.0018523902117447988,0.619573540756972,2.23014739815724,0.6095373521533309,-0.65686956084988,0.46128008292047623,0,0,1,0,1,0,0,0,0
0.8351632602538268,1.4191725183110704,0.2657650062779055,-0.379736818818395,0.6095373521533309,-0.65686956084988,0.45944419620111426,0,0,1,0,0,0,0,1,0
0.8351632602538268,-0.706807673837918,0.536324473820721,-1.0322078730623039,-0.9468524219607604,0.7105128599722906,0.029234741630626403,0,1,0,0,0,0,1,0,1
-0.04312065596147426,1.4191725183110704,-1.565714466319615,-1.0322078730623039,-0.9468524219607604,2.6639163182896772,-1.5943010805251407,0,0,1,0,0,0,1,0,1
-0.9214045721767753,1.4191725183110704,1.3480028764491676,-0.379736818818395,-0.9468524219607604,-0.4615292150181414,0.9282072718782034,0,0,1,0,0,0,0,1,0
-0.9214045721767753,-1.4154677378875808,-1.648963533255866,0.2727342354255137,-0.9468524219607604,-0.7870964580710392,-1.2258998121731723,0,0,1,0,1,0,0,0,0
0.8351632602538268,0.0018523902117447988,0.4114508734163447,-0.379736818818395,0.6095373521533309,-0.65686956084988,-0.4334087116485895,0,0,1,0,1,0,0,0,1
-0.9214045721767753,0.0018523902117447988,1.015006608704164,-1.0322078730623039,2.1659271262674222,-0.33130231779698227,0.5200284579400591,0,1,0,0,0,0,0,1,0
0.8351632602538268,-0.706807673837918,-0.17129259513741188,-0.379736818818395,0.6095373521533309,1.361647346078086,0.15529896302681487,0,1,0,0,0,0,0,1,1
1.7134471764691277,0.7105124542614076,0.6403858074910347,1.5776763439133312,2.1659271262674222,2.6639163182896772,-0.5050082937037063,0,0,1,0,0,0,1,0,1
-1.7996884883920763,-0.706807673837918,0.619573540756972,0.9252052896694225,-0.9468524219607604,-0.3964157664075618,0.3101254096930075,0,0,1,0,0,0,1,0,1
-0.04312065596147426,1.4191725183110704,-1.3575917989789876,-0.379736818818395,0.6095373521533309,2.0778952807944613,-1.574106326612159,0,0,1,0,0,0,0,1,1
-0.04312065596147426,-0.706807673837918,0.4322631401504074,0.9252052896694225,-0.9468524219607604,-0.7219830094604597,-1.325649657258506,0,0,1,1,0,0,0,0,1
-0.9214045721767753,1.4191725183110704,1.5769378105238578,1.5776763439133312,2.1659271262674222,-0.33130231779698227,0.7011692809171067,0,0,1,0,0,0,1,0,0
-0.04312065596147426,-0.706807673837918,0.34901407321415645,0.9252052896694225,0.6095373521533309,-0.4615292150181414,0.6038672847909224,0,0,1,0,0,0,1,0,0
-0.9214045721767753,-1.4154677378875808,0.4114508734163447,-1.0322078730623039,-0.9468524219607604,-0.7870964580710392,0.81927799319606,0,0,1,0,1,0,0,0,1
1.7134471764691277,0.7105124542614076,0.9109452750338503,0.2727342354255137,-0.9468524219607604,-0.2661888691864027,-1.2467065283259413,0,0,1,0,1,0,0,0,0
0.8351632602538268,1.4191725183110704,1.1398802091085403,-0.379736818818395,2.1659271262674222,-0.65686956084988,1.3498492550916688,0,1,0,0,1,0,0,0,1
0.8351632602538268,-1.4154677378875808,-2.190082468341497,0.9252052896694225,-0.9468524219607604,-0.7870964580710392,-1.5484039125410916,0,1,0,0,0,1,0,0,1
-0.04312065596147426,-0.706807673837918,-0.004794461264910017,-1.0322078730623039,0.6095373521533309,-0.7870964580710392,1.1050643591767397,0,0,1,0,0,0,0,1,1
